Hash,Refatoração,Descrição
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Interface IXxlJobLogGlueDao at xxl-job-admin/src/main/java/com/xxl/job/dao/IXxlJobLogGlueDao.java:7}	{Interface IXxlJobLogGlueDao at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/IXxlJobLogGlueDao.java:7}) MOVE({com.xxl.job.dao.IXxlJobLogGlueDao}  {com.xxl.job.admin.dao.IXxlJobLogGlueDao}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE_RENAME, MOVE_RENAME	{Class XxlJobJettyServerHandler at xxl-job-client/src/main/java/com/xxl/job/client/netcom/jetty/XxlJobJettyServerHandler.java:14}	{Class XxlJobExecutorHandler at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutorHandler.java:14}) MOVE_RENAME({com.xxl.job.client.netcom.jetty.XxlJobJettyServerHandler}  {com.xxl.job.core.executor.jetty.XxlJobExecutorHandler}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE_RENAME, MOVE_RENAME	{Class XxlJobCallbackServer at xxl-job-admin/src/main/java/com/xxl/job/core/callback/XxlJobCallbackServer.java:14}	{Class XxlJobLogCallbackServer at xxl-job-admin/src/main/java/com/xxl/job/admin/core/callback/XxlJobLogCallbackServer.java:14}) MOVE_RENAME({com.xxl.job.core.callback.XxlJobCallbackServer}  {com.xxl.job.admin.core.callback.XxlJobLogCallbackServer}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class ReturnT at xxl-job-admin/src/main/java/com/xxl/job/core/model/ReturnT.java:3}	{Class ReturnT at xxl-job-admin/src/main/java/com/xxl/job/admin/core/model/ReturnT.java:3}) MOVE({com.xxl.job.core.model.ReturnT}  {com.xxl.job.admin.core.model.ReturnT}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class Constants at xxl-job-admin/src/main/java/com/xxl/job/core/constant/Constants.java:3}	{Class Constants at xxl-job-admin/src/main/java/com/xxl/job/admin/core/constant/Constants.java:3}) MOVE({com.xxl.job.core.constant.Constants}  {com.xxl.job.admin.core.constant.Constants}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class XxlJobInfoDaoImpl at xxl-job-admin/src/main/java/com/xxl/job/dao/impl/XxlJobInfoDaoImpl.java:14}	{Class XxlJobInfoDaoImpl at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/impl/XxlJobInfoDaoImpl.java:14}) MOVE({com.xxl.job.dao.impl.XxlJobInfoDaoImpl}  {com.xxl.job.admin.dao.impl.XxlJobInfoDaoImpl}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class XxlJobLogDaoImpl at xxl-job-admin/src/main/java/com/xxl/job/dao/impl/XxlJobLogDaoImpl.java:15}	{Class XxlJobLogDaoImpl at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/impl/XxlJobLogDaoImpl.java:15}) MOVE({com.xxl.job.dao.impl.XxlJobLogDaoImpl}  {com.xxl.job.admin.dao.impl.XxlJobLogDaoImpl}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class JobInfoController at xxl-job-admin/src/main/java/com/xxl/job/controller/JobInfoController.java:29}	{Class JobInfoController at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:29}) MOVE({com.xxl.job.controller.JobInfoController}  {com.xxl.job.admin.controller.JobInfoController}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class DbGlueLoader at xxl-job-client-demo/src/main/java/com/xxl/job/service/loader/DbGlueLoader.java:11}	{Class DbGlueLoader at xxl-job-executor-example/src/main/java/com/xxl/job/executor/loader/DbGlueLoader.java:11}) MOVE({com.xxl.job.service.loader.DbGlueLoader}  {com.xxl.job.executor.loader.DbGlueLoader}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class XxlJobLogGlue at xxl-job-admin/src/main/java/com/xxl/job/core/model/XxlJobLogGlue.java:3}	{Class XxlJobLogGlue at xxl-job-admin/src/main/java/com/xxl/job/admin/core/model/XxlJobLogGlue.java:3}) MOVE({com.xxl.job.core.model.XxlJobLogGlue}  {com.xxl.job.admin.core.model.XxlJobLogGlue}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class XxlJobInfo at xxl-job-client-demo/src/main/java/com/xxl/job/dao/model/XxlJobInfo.java:3}	{Class XxlJobInfo at xxl-job-executor-example/src/main/java/com/xxl/job/executor/loader/dao/model/XxlJobInfo.java:3}) MOVE({com.xxl.job.dao.model.XxlJobInfo}  {com.xxl.job.executor.loader.dao.model.XxlJobInfo}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class DemoJobHandler at xxl-job-client-demo/src/main/java/com/xxl/job/service/handler/DemoJobHandler.java:10}	{Class DemoJobHandler at xxl-job-executor-example/src/main/java/com/xxl/job/executor/service/jobhandler/DemoJobHandler.java:11}) MOVE({com.xxl.job.service.handler.DemoJobHandler}  {com.xxl.job.executor.service.jobhandler.DemoJobHandler}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class HttpUtil at xxl-job-client/src/main/java/com/xxl/job/client/util/HttpUtil.java:21}	{Class HttpUtil at xxl-job-core/src/main/java/com/xxl/job/core/util/HttpUtil.java:21}) MOVE({com.xxl.job.client.util.HttpUtil}  {com.xxl.job.core.util.HttpUtil}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class XxlJobInfo at xxl-job-admin/src/main/java/com/xxl/job/core/model/XxlJobInfo.java:5}	{Class XxlJobInfo at xxl-job-admin/src/main/java/com/xxl/job/admin/core/model/XxlJobInfo.java:5}) MOVE({com.xxl.job.core.model.XxlJobInfo}  {com.xxl.job.admin.core.model.XxlJobInfo}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE_RENAME, MOVE_RENAME	{Class XxlJobJettyServer at xxl-job-client/src/main/java/com/xxl/job/client/netcom/jetty/XxlJobJettyServer.java:21}	{Class XxlJobExecutor at xxl-job-core/src/main/java/com/xxl/job/core/executor/jetty/XxlJobExecutor.java:21}) MOVE_RENAME({com.xxl.job.client.netcom.jetty.XxlJobJettyServer}  {com.xxl.job.core.executor.jetty.XxlJobExecutor}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class GlueFactory at xxl-job-client/src/main/java/com/xxl/job/client/glue/GlueFactory.java:23}	{Class GlueFactory at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:23}) MOVE({com.xxl.job.client.glue.GlueFactory}  {com.xxl.job.core.glue.GlueFactory}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class XxlJobLogGlueDaoImpl at xxl-job-admin/src/main/java/com/xxl/job/dao/impl/XxlJobLogGlueDaoImpl.java:14}	{Class XxlJobLogGlueDaoImpl at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/impl/XxlJobLogGlueDaoImpl.java:14}) MOVE({com.xxl.job.dao.impl.XxlJobLogGlueDaoImpl}  {com.xxl.job.admin.dao.impl.XxlJobLogGlueDaoImpl}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class IndexController at xxl-job-admin/src/main/java/com/xxl/job/controller/IndexController.java:18}	{Class IndexController at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/IndexController.java:18}) MOVE({com.xxl.job.controller.IndexController}  {com.xxl.job.admin.controller.IndexController}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class PermissionInterceptor at xxl-job-admin/src/main/java/com/xxl/job/controller/interceptor/PermissionInterceptor.java:12}	{Class PermissionInterceptor at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/interceptor/PermissionInterceptor.java:12}) MOVE({com.xxl.job.controller.interceptor.PermissionInterceptor}  {com.xxl.job.admin.controller.interceptor.PermissionInterceptor}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Interface IXxlJobInfoDao at xxl-job-admin/src/main/java/com/xxl/job/dao/IXxlJobInfoDao.java:7}	{Interface IXxlJobInfoDao at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/IXxlJobInfoDao.java:8}) MOVE({com.xxl.job.dao.IXxlJobInfoDao}  {com.xxl.job.admin.dao.IXxlJobInfoDao}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class XxlJobInfoDaoImpl at xxl-job-client-demo/src/main/java/com/xxl/job/dao/impl/XxlJobInfoDaoImpl.java:13}	{Class XxlJobInfoDaoImpl at xxl-job-executor-example/src/main/java/com/xxl/job/executor/loader/dao/impl/XxlJobInfoDaoImpl.java:14}) MOVE({com.xxl.job.dao.impl.XxlJobInfoDaoImpl}  {com.xxl.job.executor.loader.dao.impl.XxlJobInfoDaoImpl}),
cd32557db08e7c432c631430240aefef6cc35111,RENAME, RENAME	{Method handle(String[]) at xxl-job-client/src/main/java/com/xxl/job/client/handler/IJobHandler.java:9}	{Method execute(String[]) at xxl-job-core/src/main/java/com/xxl/job/core/handler/IJobHandler.java:9}) RENAME({com.xxl.job.client.handler.IJobHandler handle(String[])}  {com.xxl.job.core.handler.IJobHandler execute(String[])}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class JobCodeController at xxl-job-admin/src/main/java/com/xxl/job/controller/JobCodeController.java:19}	{Class JobCodeController at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobCodeController.java:19}) MOVE({com.xxl.job.controller.JobCodeController}  {com.xxl.job.admin.controller.JobCodeController}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class WebExceptionResolver at xxl-job-admin/src/main/java/com/xxl/job/controller/resolver/WebExceptionResolver.java:16}	{Class WebExceptionResolver at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/resolver/WebExceptionResolver.java:16}) MOVE({com.xxl.job.controller.resolver.WebExceptionResolver}  {com.xxl.job.admin.controller.resolver.WebExceptionResolver}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class GlueJobHandler at xxl-job-client/src/main/java/com/xxl/job/client/handler/impl/GlueJobHandler.java:6}	{Class GlueJobHandler at xxl-job-core/src/main/java/com/xxl/job/core/handler/impl/GlueJobHandler.java:6}) MOVE({com.xxl.job.client.handler.impl.GlueJobHandler}  {com.xxl.job.core.handler.impl.GlueJobHandler}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class CookieInterceptor at xxl-job-admin/src/main/java/com/xxl/job/controller/interceptor/CookieInterceptor.java:13}	{Class CookieInterceptor at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/interceptor/CookieInterceptor.java:13}) MOVE({com.xxl.job.controller.interceptor.CookieInterceptor}  {com.xxl.job.admin.controller.interceptor.CookieInterceptor}),
cd32557db08e7c432c631430240aefef6cc35111,RENAME, RENAME	{Method handle(String[]) at xxl-job-client-demo/src/main/java/com/xxl/job/service/handler/DemoJobHandler.java:19}	{Method execute(String[]) at xxl-job-executor-example/src/main/java/com/xxl/job/executor/service/jobhandler/DemoJobHandler.java:26}) RENAME({com.xxl.job.service.handler.DemoJobHandler handle(String[])}  {com.xxl.job.executor.service.jobhandler.DemoJobHandler execute(String[])}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Class CookieUtil at xxl-job-admin/src/main/java/com/xxl/job/core/util/CookieUtil.java:7}	{Class CookieUtil at xxl-job-admin/src/main/java/com/xxl/job/admin/core/util/CookieUtil.java:7}) MOVE({com.xxl.job.core.util.CookieUtil}  {com.xxl.job.admin.core.util.CookieUtil}),
cd32557db08e7c432c631430240aefef6cc35111,MOVE, MOVE	{Interface IXxlJobInfoDao at xxl-job-client-demo/src/main/java/com/xxl/job/dao/IXxlJobInfoDao.java:5}	{Interface IXxlJobInfoDao at xxl-job-executor-example/src/main/java/com/xxl/job/executor/loader/dao/IXxlJobInfoDao.java:5}) MOVE({com.xxl.job.dao.IXxlJobInfoDao}  {com.xxl.job.executor.loader.dao.IXxlJobInfoDao}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class DemoJobHandler at branch-dianping/dianping-job-client-demo/src/main/java/com/dianping/job/service/handler/DemoJobHandler.java:14}	{Class DemoJobHandler at xxl-job-client-demo/src/main/java/com/xxl/job/service/handler/DemoJobHandler.java:14}) MOVE({com.dianping.job.service.handler.DemoJobHandler}  {com.xxl.job.service.handler.DemoJobHandler}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class HttpUtil at branch-dianping/dianping-job-client/src/main/java/com/dianping/job/client/util/HttpUtil.java:14}	{Class HttpUtil at xxl-job-client/src/main/java/com/xxl/job/client/util/HttpUtil.java:14}) MOVE({com.dianping.job.client.util.HttpUtil}  {com.xxl.job.client.util.HttpUtil}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class IJobHandler at branch-dianping/dianping-job-client/src/main/java/com/dianping/job/client/handler/IJobHandler.java:5}	{Class IJobHandler at xxl-job-client/src/main/java/com/xxl/job/client/handler/IJobHandler.java:5}) MOVE({com.dianping.job.client.handler.IJobHandler}  {com.xxl.job.client.handler.IJobHandler}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE_RENAME, MOVE_RENAME	{Class DianpingJobLog at branch-dianping/dianping-job-web/src/main/java/com/dianping/job/core/model/DianpingJobLog.java:5}	{Class XxlJobLog at xxl-job-admin/src/main/java/com/xxl/job/core/model/XxlJobLog.java:5}) MOVE_RENAME({com.dianping.job.core.model.DianpingJobLog}  {com.xxl.job.core.model.XxlJobLog}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Interface ITriggerService at branch-dianping/dianping-job-web/src/main/java/com/dianping/job/service/ITriggerService.java:3}	{Interface ITriggerService at xxl-job-admin/src/main/java/com/xxl/job/service/ITriggerService.java:3}) MOVE({com.dianping.job.service.ITriggerService}  {com.xxl.job.service.ITriggerService}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class TriggerServiceImpl at branch-dianping/dianping-job-web/src/main/java/com/dianping/job/service/impl/TriggerServiceImpl.java:9}	{Class TriggerServiceImpl at xxl-job-admin/src/main/java/com/xxl/job/service/impl/TriggerServiceImpl.java:9}) MOVE({com.dianping.job.service.impl.TriggerServiceImpl}  {com.xxl.job.service.impl.TriggerServiceImpl}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class ReturnT at branch-dianping/dianping-job-web/src/main/java/com/dianping/job/core/model/ReturnT.java:3}	{Class ReturnT at xxl-job-admin/src/main/java/com/xxl/job/core/model/ReturnT.java:3}) MOVE({com.dianping.job.core.model.ReturnT}  {com.xxl.job.core.model.ReturnT}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class DynamicSchedulerUtil at branch-dianping/dianping-job-web/src/main/java/com/dianping/job/core/util/DynamicSchedulerUtil.java:29}	{Class DynamicSchedulerUtil at xxl-job-admin/src/main/java/com/xxl/job/core/util/DynamicSchedulerUtil.java:29}) MOVE({com.dianping.job.core.util.DynamicSchedulerUtil}  {com.xxl.job.core.util.DynamicSchedulerUtil}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class HttpJobBean at branch-dianping/dianping-job-web/src/main/java/com/dianping/job/service/job/HttpJobBean.java:35}	{Class HttpJobBean at xxl-job-admin/src/main/java/com/xxl/job/service/job/HttpJobBean.java:35}) MOVE({com.dianping.job.service.job.HttpJobBean}  {com.xxl.job.service.job.HttpJobBean}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class HandlerRepository at branch-dianping/dianping-job-client/src/main/java/com/dianping/job/client/handler/HandlerRepository.java:16}	{Class HandlerRepository at xxl-job-client/src/main/java/com/xxl/job/client/handler/HandlerRepository.java:17}) MOVE({com.dianping.job.client.handler.HandlerRepository}  {com.xxl.job.client.handler.HandlerRepository}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE, MOVE	{Class IndexController at branch-dianping/dianping-job-web/src/main/java/com/dianping/job/controller/IndexController.java:26}	{Class IndexController at xxl-job-admin/src/main/java/com/xxl/job/controller/IndexController.java:26}) MOVE({com.dianping.job.controller.IndexController}  {com.xxl.job.controller.IndexController}),
23423855fc7ec996785f6d303400a1012de77edf,MOVE_RENAME, MOVE_RENAME	{Class DianpingJobServlet at branch-dianping/dianping-job-client/src/main/java/com/dianping/job/client/netcom/http/DianpingJobServlet.java:15}	{Class XxlJobServlet at xxl-job-client/src/main/java/com/xxl/job/client/netcom/http/XxlJobServlet.java:16}) MOVE_RENAME({com.dianping.job.client.netcom.http.DianpingJobServlet}  {com.xxl.job.client.netcom.http.XxlJobServlet}),
4e0d1be6779dda15ca145ec777e7db532d570648,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method initExecutorServer() at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:121}	{Method initExecutorServer(int  String  String  String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:121}) CHANGE_SIGNATURE({com.xxl.job.core.executor.XxlJobExecutor initExecutorServer()}  {com.xxl.job.core.executor.XxlJobExecutor initExecutorServer(int  String  String  String)}),
0b4849bb61f68e7ff5406866df447039ac989731,EXTRACT, EXTRACT	{Method start() at xxl-job-core/src/main/java/com/xxl/job/core/thread/TriggerCallbackThread.java:29}	{Method doCallback(List) at xxl-job-core/src/main/java/com/xxl/job/core/thread/TriggerCallbackThread.java:93}) EXTRACT({com.xxl.job.core.thread.TriggerCallbackThread start()}  {com.xxl.job.core.thread.TriggerCallbackThread doCallback(List)}),
1bc5cc76be0adbb4cf5bafa541f797d66d837d94,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(Class  String) at xxl-job-core/src/main/java/com/xxl/job/core/rpc/netcom/NetComClientProxy.java:25}	{Method new(Class  String  String) at xxl-job-core/src/main/java/com/xxl/job/core/rpc/netcom/NetComClientProxy.java:26}) CHANGE_SIGNATURE({com.xxl.job.core.rpc.netcom.NetComClientProxy new(Class  String)}  {com.xxl.job.core.rpc.netcom.NetComClientProxy new(Class  String  String)}),
1bc5cc76be0adbb4cf5bafa541f797d66d837d94,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method initAdminBizList(String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:57}	{Method initAdminBizList(String  String) at xxl-job-core/src/main/java/com/xxl/job/core/executor/XxlJobExecutor.java:61}) CHANGE_SIGNATURE({com.xxl.job.core.executor.XxlJobExecutor initAdminBizList(String)}  {com.xxl.job.core.executor.XxlJobExecutor initAdminBizList(String  String)}),
e6483c4b2673ed6c4240ca3aba0fefb108c3e100,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadNewInstance(long  String) at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:40}	{Method loadNewInstance(String) at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:38}) CHANGE_SIGNATURE({com.xxl.job.core.glue.GlueFactory loadNewInstance(long  String)}  {com.xxl.job.core.glue.GlueFactory loadNewInstance(String)}),
e6483c4b2673ed6c4240ca3aba0fefb108c3e100,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method getCodeSourceClass(long  String) at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:75}	{Method getCodeSourceClass(String) at xxl-job-core/src/main/java/com/xxl/job/core/glue/GlueFactory.java:63}) CHANGE_SIGNATURE({com.xxl.job.core.glue.GlueFactory getCodeSourceClass(long  String)}  {com.xxl.job.core.glue.GlueFactory getCodeSourceClass(String)}),
451eb2b7b32bc309dd46408f9af4c35e79e2fc48,RENAME, RENAME	{Method log(String) at xxl-job-core/src/main/java/com/xxl/job/core/log/XxlJobLogger.java:19}	{Method logDetail(StackTraceElement  String) at xxl-job-core/src/main/java/com/xxl/job/core/log/XxlJobLogger.java:19}) RENAME({com.xxl.job.core.log.XxlJobLogger log(String)}  {com.xxl.job.core.log.XxlJobLogger logDetail(StackTraceElement  String)}),
a94fabad5b0cace0b5bf8453aaffef5477c754ed,RENAME, RENAME	{Method resumeTrigger(String) at xxl-job-admin/src/main/java/com/xxl/quartz/DynamicSchedulerUtil.java:154}	{Method resumeJob(String) at xxl-job-admin/src/main/java/com/xxl/quartz/DynamicSchedulerUtil.java:161}) RENAME({com.xxl.quartz.DynamicSchedulerUtil resumeTrigger(String)}  {com.xxl.quartz.DynamicSchedulerUtil resumeJob(String)}),
caf817124e807a63c56ba02f536a36206c78dd04,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setLogAddress(String) at xxl-job-core/src/main/java/com/xxl/job/core/router/model/RequestModel.java:86}	{Method setLogAddress(Set) at xxl-job-core/src/main/java/com/xxl/job/core/router/model/RequestModel.java:89}) CHANGE_SIGNATURE({com.xxl.job.core.router.model.RequestModel setLogAddress(String)}  {com.xxl.job.core.router.model.RequestModel setLogAddress(Set)}),
b590a65c4af95238062bab113f51b042447260cb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pushCallBack(TriggerParam) at xxl-job-core/src/main/java/com/xxl/job/core/thread/TriggerCallbackThread.java:50}	{Method pushCallBack(HandleCallbackParam) at xxl-job-core/src/main/java/com/xxl/job/core/thread/TriggerCallbackThread.java:49}) CHANGE_SIGNATURE({com.xxl.job.core.thread.TriggerCallbackThread pushCallBack(TriggerParam)}  {com.xxl.job.core.thread.TriggerCallbackThread pushCallBack(HandleCallbackParam)}),
b590a65c4af95238062bab113f51b042447260cb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method callback(TriggerParam) at xxl-job-core/src/main/java/com/xxl/job/core/biz/AdminBiz.java:11}	{Method callback(HandleCallbackParam) at xxl-job-core/src/main/java/com/xxl/job/core/biz/AdminBiz.java:11}) CHANGE_SIGNATURE({com.xxl.job.core.biz.AdminBiz callback(TriggerParam)}  {com.xxl.job.core.biz.AdminBiz callback(HandleCallbackParam)}),
b590a65c4af95238062bab113f51b042447260cb,MOVE, MOVE	{Method getMsg() at xxl-job-core/src/main/java/com/xxl/job/core/biz/model/TriggerParam.java:109}	{Method getMsg() at xxl-job-core/src/main/java/com/xxl/job/core/biz/model/HandleCallbackParam.java:49}) MOVE({com.xxl.job.core.biz.model.TriggerParam getMsg()}  {com.xxl.job.core.biz.model.HandleCallbackParam getMsg()}),
b590a65c4af95238062bab113f51b042447260cb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method callback(TriggerParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/biz/AdminBizImpl.java:23}	{Method callback(HandleCallbackParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/core/biz/AdminBizImpl.java:23}) CHANGE_SIGNATURE({com.xxl.job.admin.core.biz.AdminBizImpl callback(TriggerParam)}  {com.xxl.job.admin.core.biz.AdminBizImpl callback(HandleCallbackParam)}),
b590a65c4af95238062bab113f51b042447260cb,MOVE, MOVE	{Method setMsg(String) at xxl-job-core/src/main/java/com/xxl/job/core/biz/model/TriggerParam.java:113}	{Method setMsg(String) at xxl-job-core/src/main/java/com/xxl/job/core/biz/model/HandleCallbackParam.java:53}) MOVE({com.xxl.job.core.biz.model.TriggerParam setMsg(String)}  {com.xxl.job.core.biz.model.HandleCallbackParam setMsg(String)}),
ee07e0b794787b574809856843af706690d3124e,MOVE, MOVE	{Method callback(HandleCallbackParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:58}	{Method callback(HandleCallbackParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/AdminBizImpl.java:50}) MOVE({com.xxl.job.admin.controller.JobApiController callback(HandleCallbackParam)}  {com.xxl.job.admin.service.impl.AdminBizImpl callback(HandleCallbackParam)}),
ee07e0b794787b574809856843af706690d3124e,MOVE, MOVE	{Method callback(List) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:44}	{Method callback(List) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/AdminBizImpl.java:39}) MOVE({com.xxl.job.admin.controller.JobApiController callback(List)}  {com.xxl.job.admin.service.impl.AdminBizImpl callback(List)}),
ee07e0b794787b574809856843af706690d3124e,MOVE, MOVE	{Method registry(RegistryParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobApiController.java:121}	{Method registry(RegistryParam) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/impl/AdminBizImpl.java:112}) MOVE({com.xxl.job.admin.controller.JobApiController registry(RegistryParam)}  {com.xxl.job.admin.service.impl.AdminBizImpl registry(RegistryParam)}),
0a3542dcac7b91aca5d3a6e0dd8deb45f41e3dcb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method update(XxlJobUser) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/UserController.java:96}	{Method update(HttpServletRequest  XxlJobUser) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/UserController.java:102}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.UserController update(XxlJobUser)}  {com.xxl.job.admin.controller.UserController update(HttpServletRequest  XxlJobUser)}),
0a3542dcac7b91aca5d3a6e0dd8deb45f41e3dcb,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method toLogin(Model  HttpServletRequest) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/IndexController.java:50}	{Method toLogin(HttpServletRequest  HttpServletResponse) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/IndexController.java:52}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.IndexController toLogin(Model  HttpServletRequest)}  {com.xxl.job.admin.controller.IndexController toLogin(HttpServletRequest  HttpServletResponse)}),
0a3542dcac7b91aca5d3a6e0dd8deb45f41e3dcb,EXTRACT_MOVE, EXTRACT_MOVE	{Method loginDo(HttpServletRequest  HttpServletResponse  String  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/IndexController.java:59}	{Method login(HttpServletRequest  HttpServletResponse  String  String  boolean) at xxl-job-admin/src/main/java/com/xxl/job/admin/service/LoginService.java:44}) EXTRACT_MOVE({com.xxl.job.admin.controller.IndexController loginDo(HttpServletRequest  HttpServletResponse  String  String  String)}  {com.xxl.job.admin.service.LoginService login(HttpServletRequest  HttpServletResponse  String  String  boolean)}),
ac5897a8e207decb2d69594d36afaa93cca26d40,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pageListCount(int  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java:22}	{Method pageListCount(int  int  int  int  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/dao/XxlJobInfoDao.java:23}) CHANGE_SIGNATURE({com.xxl.job.admin.dao.XxlJobInfoDao pageListCount(int  int  int  String  String)}  {com.xxl.job.admin.dao.XxlJobInfoDao pageListCount(int  int  int  int  String  String)}),
ac5897a8e207decb2d69594d36afaa93cca26d40,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method pageList(int  int  int  String  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:93}	{Method pageList(int  int  int  int  String  String  String) at xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobInfoController.java:93}) CHANGE_SIGNATURE({com.xxl.job.admin.controller.JobInfoController pageList(int  int  int  String  String  String)}  {com.xxl.job.admin.controller.JobInfoController pageList(int  int  int  int  String  String  String)}),
