Hash,Refatoração,Descrição
b42deb823b5b50091f733537e2e8718e4a4e4ee7,EXTRACT, EXTRACT	{Method sha256(String) at sa-token-core/src/main/java/cn/dev33/satoken/secure/SaSecureUtil.java:113}	{Method getShaHexString(String  MessageDigest) at sa-token-core/src/main/java/cn/dev33/satoken/secure/SaSecureUtil.java:150}) EXTRACT({cn.dev33.satoken.secure.SaSecureUtil sha256(String)}  {cn.dev33.satoken.secure.SaSecureUtil getShaHexString(String  MessageDigest)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method isValidSign(Map  String  String) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:81}	{Method isValidSign(Map  String) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:230}) CHANGE_SIGNATURE({cn.dev33.satoken.sign.SaSignTemplate isValidSign(Map  String  String)}  {cn.dev33.satoken.sign.SaSignTemplate isValidSign(Map  String)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,RENAME, RENAME	{Method addSignParamsAndToString(Map  String) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:118}	{Method addSignParamsAndJoin(Map) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:154}) RENAME({cn.dev33.satoken.sign.SaSignTemplate addSignParamsAndToString(Map  String)}  {cn.dev33.satoken.sign.SaSignTemplate addSignParamsAndJoin(Map)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,RENAME, RENAME	{Method addSignParams(String  Object) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/sso/SaSsoTemplate.java:551}	{Method joinLoginIdAndSign(String  Object) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/sso/SaSsoTemplate.java:525}) RENAME({cn.dev33.satoken.sso.SaSsoTemplate addSignParams(String  Object)}  {cn.dev33.satoken.sso.SaSsoTemplate joinLoginIdAndSign(String  Object)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,RENAME, RENAME	{Method addSignParams(String  Object) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/sso/SaSsoUtil.java:226}	{Method joinLoginIdAndSign(String  Object) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/sso/SaSsoUtil.java:225}) RENAME({cn.dev33.satoken.sso.SaSsoUtil addSignParams(String  Object)}  {cn.dev33.satoken.sso.SaSsoUtil joinLoginIdAndSign(String  Object)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,RENAME, RENAME	{Method addSignParams(String  Map) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/sso/SaSsoUtil.java:216}	{Method joinParamMapAndSign(String  Map) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/sso/SaSsoUtil.java:215}) RENAME({cn.dev33.satoken.sso.SaSsoUtil addSignParams(String  Map)}  {cn.dev33.satoken.sso.SaSsoUtil joinParamMapAndSign(String  Map)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,RENAME, RENAME	{Method userinfo(String  String) at sa-token-demo/sa-token-demo-sso/sa-token-demo-sso-server/src/main/java/com/pj/sso/SsoServerController.java:68}	{Method getData(String  String) at sa-token-demo/sa-token-demo-sso/sa-token-demo-sso-server/src/main/java/com/pj/sso/SsoServerController.java:68}) RENAME({com.pj.sso.SsoServerController userinfo(String  String)}  {com.pj.sso.SsoServerController getData(String  String)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method isValidTimestamp(long  long) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:133}	{Method isValidTimestamp(long) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:171}) CHANGE_SIGNATURE({cn.dev33.satoken.sign.SaSignTemplate isValidTimestamp(long  long)}  {cn.dev33.satoken.sign.SaSignTemplate isValidTimestamp(long)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,MOVE, MOVE	{Method setTimestampDisparity(long) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/config/SaSsoConfig.java:335}	{Method setTimestampDisparity(long) at sa-token-core/src/main/java/cn/dev33/satoken/config/SaSignConfig.java:56}) MOVE({cn.dev33.satoken.config.SaSsoConfig setTimestampDisparity(long)}  {cn.dev33.satoken.config.SaSignConfig setTimestampDisparity(long)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,MOVE, MOVE	{Method getTimestampDisparity() at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/config/SaSsoConfig.java:328}	{Method getTimestampDisparity() at sa-token-core/src/main/java/cn/dev33/satoken/config/SaSignConfig.java:47}) MOVE({cn.dev33.satoken.config.SaSsoConfig getTimestampDisparity()}  {cn.dev33.satoken.config.SaSignConfig getTimestampDisparity()}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method addSignParams(Map  String) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:105}	{Method addSignParams(Map) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:142}) CHANGE_SIGNATURE({cn.dev33.satoken.sign.SaSignTemplate addSignParams(Map  String)}  {cn.dev33.satoken.sign.SaSignTemplate addSignParams(Map)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,RENAME, RENAME	{Method addSignParams(String  Map) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/sso/SaSsoTemplate.java:534}	{Method joinParamMapAndSign(String  Map) at sa-token-plugin/sa-token-sso/src/main/java/cn/dev33/satoken/sso/SaSsoTemplate.java:508}) RENAME({cn.dev33.satoken.sso.SaSsoTemplate addSignParams(String  Map)}  {cn.dev33.satoken.sso.SaSsoTemplate joinParamMapAndSign(String  Map)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method checkTimestamp(long  long) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:144}	{Method checkTimestamp(long) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:182}) CHANGE_SIGNATURE({cn.dev33.satoken.sign.SaSignTemplate checkTimestamp(long  long)}  {cn.dev33.satoken.sign.SaSignTemplate checkTimestamp(long)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method createSign(Map  String) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:59}	{Method createSign(Map) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:120}) CHANGE_SIGNATURE({cn.dev33.satoken.sign.SaSignTemplate createSign(Map  String)}  {cn.dev33.satoken.sign.SaSignTemplate createSign(Map)}),
ac09cced2b46349d75af41e0bcc02be9b26ee74a,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method checkSign(Map  String  String) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:93}	{Method checkSign(Map  String) at sa-token-core/src/main/java/cn/dev33/satoken/sign/SaSignTemplate.java:241}) CHANGE_SIGNATURE({cn.dev33.satoken.sign.SaSignTemplate checkSign(Map  String  String)}  {cn.dev33.satoken.sign.SaSignTemplate checkSign(Map  String)}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method clearLastActivity(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1338}	{Method clearLastActive(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1386}) RENAME({cn.dev33.satoken.stp.StpLogic clearLastActivity(String)}  {cn.dev33.satoken.stp.StpLogic clearLastActive(String)}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method splicingKeyLastActivityTime(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:2600}	{Method splicingKeyLastActiveTime(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:2653}) RENAME({cn.dev33.satoken.stp.StpLogic splicingKeyLastActivityTime(String)}  {cn.dev33.satoken.stp.StpLogic splicingKeyLastActiveTime(String)}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method updateLastActivityToNow() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1416}	{Method updateLastActiveToNow() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1375}) RENAME({cn.dev33.satoken.stp.StpLogic updateLastActivityToNow()}  {cn.dev33.satoken.stp.StpLogic updateLastActiveToNow()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method getTokenActivityTimeout() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpUtil.java:556}	{Method getTokenActiveTimeout() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpUtil.java:556}) RENAME({cn.dev33.satoken.stp.StpUtil getTokenActivityTimeout()}  {cn.dev33.satoken.stp.StpUtil getTokenActiveTimeout()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method getTokenActivityTimeout() at sa-token-demo/sa-token-demo-case/src/main/java/com/pj/satoken/StpUserUtil.java:546}	{Method getTokenActiveTimeout() at sa-token-demo/sa-token-demo-case/src/main/java/com/pj/satoken/StpUserUtil.java:544}) RENAME({com.pj.satoken.StpUserUtil getTokenActivityTimeout()}  {com.pj.satoken.StpUserUtil getTokenActiveTimeout()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method getTokenActivityTimeoutByToken(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1506}	{Method getTokenActiveTimeoutByToken(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1554}) RENAME({cn.dev33.satoken.stp.StpLogic getTokenActivityTimeoutByToken(String)}  {cn.dev33.satoken.stp.StpLogic getTokenActiveTimeoutByToken(String)}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method getTokenActivityTimeout() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1497}	{Method getTokenActiveTimeout() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1545}) RENAME({cn.dev33.satoken.stp.StpLogic getTokenActivityTimeout()}  {cn.dev33.satoken.stp.StpLogic getTokenActiveTimeout()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,EXTRACT_MOVE, EXTRACT_MOVE	{Method getTokenActivityTimeoutByToken(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1506}	{Method getValue1AsLong() at sa-token-core/src/main/java/cn/dev33/satoken/util/SaValue2Box.java:132}) EXTRACT_MOVE({cn.dev33.satoken.stp.StpLogic getTokenActivityTimeoutByToken(String)}  {cn.dev33.satoken.util.SaValue2Box getValue1AsLong()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method updateLastActivityToNow() at sa-token-demo/sa-token-demo-case/src/main/java/com/pj/satoken/StpUserUtil.java:495}	{Method updateLastActiveToNow() at sa-token-demo/sa-token-demo-case/src/main/java/com/pj/satoken/StpUserUtil.java:486}) RENAME({com.pj.satoken.StpUserUtil updateLastActivityToNow()}  {com.pj.satoken.StpUserUtil updateLastActiveToNow()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method updateLastActivityToNow() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpUtil.java:505}	{Method updateLastActiveToNow() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpUtil.java:498}) RENAME({cn.dev33.satoken.stp.StpUtil updateLastActivityToNow()}  {cn.dev33.satoken.stp.StpUtil updateLastActiveToNow()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method updateLastActivityToNow(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1401}	{Method updateLastActiveToNow(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1357}) RENAME({cn.dev33.satoken.stp.StpLogic updateLastActivityToNow(String)}  {cn.dev33.satoken.stp.StpLogic updateLastActiveToNow(String)}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method isOpenActivityCheck() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:2675}	{Method isOpenCheckActiveTimeout() at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:2728}) RENAME({cn.dev33.satoken.stp.StpLogic isOpenActivityCheck()}  {cn.dev33.satoken.stp.StpLogic isOpenCheckActiveTimeout()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method checkActivityTimeout(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1354}	{Method checkActiveTimeout(String) at sa-token-core/src/main/java/cn/dev33/satoken/stp/StpLogic.java:1403}) RENAME({cn.dev33.satoken.stp.StpLogic checkActivityTimeout(String)}  {cn.dev33.satoken.stp.StpLogic checkActiveTimeout(String)}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method updateLastActivityToNow() at sa-token-demo/sa-token-demo-test/src/main/java/com/pj/satoken/StpUserUtil.java:495}	{Method updateLastActiveToNow() at sa-token-demo/sa-token-demo-test/src/main/java/com/pj/satoken/StpUserUtil.java:486}) RENAME({com.pj.satoken.StpUserUtil updateLastActivityToNow()}  {com.pj.satoken.StpUserUtil updateLastActiveToNow()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method getTokenActivityTimeout() at sa-token-demo/sa-token-demo-test/src/main/java/com/pj/satoken/StpUserUtil.java:546}	{Method getTokenActiveTimeout() at sa-token-demo/sa-token-demo-test/src/main/java/com/pj/satoken/StpUserUtil.java:544}) RENAME({com.pj.satoken.StpUserUtil getTokenActivityTimeout()}  {com.pj.satoken.StpUserUtil getTokenActiveTimeout()}),
814a64907ad4901b8de75d882f2866f68af2d6cc,RENAME, RENAME	{Method testActivityTimeout() at sa-token-test/sa-token-springboot-test/src/test/java/cn/dev33/satoken/springboot/BasicsTest.java:714}	{Method testActiveTimeout() at sa-token-test/sa-token-springboot-test/src/test/java/cn/dev33/satoken/springboot/BasicsTest.java:714}) RENAME({cn.dev33.satoken.springboot.BasicsTest testActivityTimeout()}  {cn.dev33.satoken.springboot.BasicsTest testActiveTimeout()}),
c7ca8ee28048cadd30dc3b42c5d8e99a92de7d0e,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method randomClientToken(String  Object) at sa-token-plugin/sa-token-oauth2/src/main/java/cn/dev33/satoken/oauth2/logic/SaOAuth2Template.java:779}	{Method randomClientToken(String  String) at sa-token-plugin/sa-token-oauth2/src/main/java/cn/dev33/satoken/oauth2/logic/SaOAuth2Template.java:779}) CHANGE_SIGNATURE({cn.dev33.satoken.oauth2.logic.SaOAuth2Template randomClientToken(String  Object)}  {cn.dev33.satoken.oauth2.logic.SaOAuth2Template randomClientToken(String  String)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setIncludeList(List) at sa-token-starter/sa-token-solon-plugin/src/main/java/cn/dev33/satoken/solon/integration/SaTokenFilter.java:69}	{Method setIncludeList(List) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:31}) PULL_UP_SIGNATURE({cn.dev33.satoken.solon.integration.SaTokenFilter setIncludeList(List)}  {cn.dev33.satoken.filter.SaFilter setIncludeList(List)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setError(SaFilterErrorStrategy) at sa-token-starter/sa-token-reactor-spring-boot-starter/src/main/java/cn/dev33/satoken/reactor/filter/SaReactorFilter.java:130}	{Method setError(SaFilterErrorStrategy) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:55}) PULL_UP_SIGNATURE({cn.dev33.satoken.reactor.filter.SaReactorFilter setError(SaFilterErrorStrategy)}  {cn.dev33.satoken.filter.SaFilter setError(SaFilterErrorStrategy)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setExcludeList(List) at sa-token-starter/sa-token-jfinal-plugin/src/main/java/cn/dev33/satoken/jfinal/SaTokenPathFilter.java:55}	{Method setExcludeList(List) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:38}) PULL_UP_SIGNATURE({cn.dev33.satoken.jfinal.SaTokenPathFilter setExcludeList(List)}  {cn.dev33.satoken.filter.SaFilter setExcludeList(List)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,EXTRACT_SUPER, EXTRACT_SUPER	{Class SaTokenPathFilter at sa-token-starter/sa-token-jfinal-plugin/src/main/java/cn/dev33/satoken/jfinal/SaTokenPathFilter.java:11}	{Interface SaFilter at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:5}) EXTRACT_SUPER({cn.dev33.satoken.jfinal.SaTokenPathFilter}  {cn.dev33.satoken.filter.SaFilter}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,INLINE, INLINE	{Method getIncludeList() at sa-token-starter/sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/filter/SaServletFilter.java:84}	{Method testFilter() at sa-token-test/sa-token-springboot-test/src/test/java/cn/dev33/satoken/springboot/BasicsTest.java:754}) INLINE({cn.dev33.satoken.filter.SaServletFilter getIncludeList()}  {cn.dev33.satoken.springboot.BasicsTest testFilter()}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setIncludeList(List) at sa-token-starter/sa-token-reactor-spring-boot-starter/src/main/java/cn/dev33/satoken/reactor/filter/SaReactorFilter.java:64}	{Method setIncludeList(List) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:31}) PULL_UP_SIGNATURE({cn.dev33.satoken.reactor.filter.SaReactorFilter setIncludeList(List)}  {cn.dev33.satoken.filter.SaFilter setIncludeList(List)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setBeforeAuth(SaFilterAuthStrategy) at sa-token-starter/sa-token-jboot-plugin/src/main/java/cn/dev33/satoken/jboot/SaTokenPathFilter.java:121}	{Method setBeforeAuth(SaFilterAuthStrategy) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:62}) PULL_UP_SIGNATURE({cn.dev33.satoken.jboot.SaTokenPathFilter setBeforeAuth(SaFilterAuthStrategy)}  {cn.dev33.satoken.filter.SaFilter setBeforeAuth(SaFilterAuthStrategy)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setIncludeList(List) at sa-token-starter/sa-token-jboot-plugin/src/main/java/cn/dev33/satoken/jboot/SaTokenPathFilter.java:45}	{Method setIncludeList(List) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:31}) PULL_UP_SIGNATURE({cn.dev33.satoken.jboot.SaTokenPathFilter setIncludeList(List)}  {cn.dev33.satoken.filter.SaFilter setIncludeList(List)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method addInclude(String[]) at sa-token-starter/sa-token-solon-plugin/src/main/java/cn/dev33/satoken/solon/integration/SaTokenFilter.java:47}	{Method addInclude(String[]) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:17}) PULL_UP_SIGNATURE({cn.dev33.satoken.solon.integration.SaTokenFilter addInclude(String[])}  {cn.dev33.satoken.filter.SaFilter addInclude(String[])}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setError(SaFilterErrorStrategy) at sa-token-starter/sa-token-solon-plugin/src/main/java/cn/dev33/satoken/solon/integration/SaTokenFilter.java:146}	{Method setError(SaFilterErrorStrategy) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:55}) PULL_UP_SIGNATURE({cn.dev33.satoken.solon.integration.SaTokenFilter setError(SaFilterErrorStrategy)}  {cn.dev33.satoken.filter.SaFilter setError(SaFilterErrorStrategy)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,EXTRACT_SUPER, EXTRACT_SUPER	{Class SaTokenFilter at sa-token-starter/sa-token-solon-plugin/src/main/java/cn/dev33/satoken/solon/integration/SaTokenFilter.java:19}	{Interface SaFilter at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:5}) EXTRACT_SUPER({cn.dev33.satoken.solon.integration.SaTokenFilter}  {cn.dev33.satoken.filter.SaFilter}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setExcludeList(List) at sa-token-starter/sa-token-solon-plugin/src/main/java/cn/dev33/satoken/solon/integration/SaTokenFilter.java:80}	{Method setExcludeList(List) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:38}) PULL_UP_SIGNATURE({cn.dev33.satoken.solon.integration.SaTokenFilter setExcludeList(List)}  {cn.dev33.satoken.filter.SaFilter setExcludeList(List)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setAuth(SaFilterAuthStrategy) at sa-token-starter/sa-token-jboot-plugin/src/main/java/cn/dev33/satoken/jboot/SaTokenPathFilter.java:101}	{Method setAuth(SaFilterAuthStrategy) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:48}) PULL_UP_SIGNATURE({cn.dev33.satoken.jboot.SaTokenPathFilter setAuth(SaFilterAuthStrategy)}  {cn.dev33.satoken.filter.SaFilter setAuth(SaFilterAuthStrategy)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setBeforeAuth(SaFilterAuthStrategy) at sa-token-starter/sa-token-reactor-spring-boot-starter/src/main/java/cn/dev33/satoken/reactor/filter/SaReactorFilter.java:140}	{Method setBeforeAuth(SaFilterAuthStrategy) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:62}) PULL_UP_SIGNATURE({cn.dev33.satoken.reactor.filter.SaReactorFilter setBeforeAuth(SaFilterAuthStrategy)}  {cn.dev33.satoken.filter.SaFilter setBeforeAuth(SaFilterAuthStrategy)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,EXTRACT_SUPER, EXTRACT_SUPER	{Class SaTokenPathFilter at sa-token-starter/sa-token-jboot-plugin/src/main/java/cn/dev33/satoken/jboot/SaTokenPathFilter.java:11}	{Interface SaFilter at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:5}) EXTRACT_SUPER({cn.dev33.satoken.jboot.SaTokenPathFilter}  {cn.dev33.satoken.filter.SaFilter}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,EXTRACT_SUPER, EXTRACT_SUPER	{Class SaServletFilter at sa-token-starter/sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/filter/SaServletFilter.java:24}	{Interface SaFilter at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:5}) EXTRACT_SUPER({cn.dev33.satoken.filter.SaServletFilter}  {cn.dev33.satoken.filter.SaFilter}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setError(SaFilterErrorStrategy) at sa-token-starter/sa-token-jboot-plugin/src/main/java/cn/dev33/satoken/jboot/SaTokenPathFilter.java:111}	{Method setError(SaFilterErrorStrategy) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:55}) PULL_UP_SIGNATURE({cn.dev33.satoken.jboot.SaTokenPathFilter setError(SaFilterErrorStrategy)}  {cn.dev33.satoken.filter.SaFilter setError(SaFilterErrorStrategy)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setAuth(SaFilterAuthStrategy) at sa-token-starter/sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/filter/SaServletFilter.java:120}	{Method setAuth(SaFilterAuthStrategy) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:48}) PULL_UP_SIGNATURE({cn.dev33.satoken.filter.SaServletFilter setAuth(SaFilterAuthStrategy)}  {cn.dev33.satoken.filter.SaFilter setAuth(SaFilterAuthStrategy)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setIncludeList(List) at sa-token-starter/sa-token-jfinal-plugin/src/main/java/cn/dev33/satoken/jfinal/SaTokenPathFilter.java:45}	{Method setIncludeList(List) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:31}) PULL_UP_SIGNATURE({cn.dev33.satoken.jfinal.SaTokenPathFilter setIncludeList(List)}  {cn.dev33.satoken.filter.SaFilter setIncludeList(List)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method addExclude(String[]) at sa-token-starter/sa-token-spring-boot-starter/src/main/java/cn/dev33/satoken/filter/SaServletFilter.java:54}	{Method addExclude(String[]) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:24}) PULL_UP_SIGNATURE({cn.dev33.satoken.filter.SaServletFilter addExclude(String[])}  {cn.dev33.satoken.filter.SaFilter addExclude(String[])}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setAuth(SaFilterAuthStrategy) at sa-token-starter/sa-token-reactor-spring-boot-starter/src/main/java/cn/dev33/satoken/reactor/filter/SaReactorFilter.java:120}	{Method setAuth(SaFilterAuthStrategy) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:48}) PULL_UP_SIGNATURE({cn.dev33.satoken.reactor.filter.SaReactorFilter setAuth(SaFilterAuthStrategy)}  {cn.dev33.satoken.filter.SaFilter setAuth(SaFilterAuthStrategy)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method setExcludeList(List) at sa-token-starter/sa-token-jboot-plugin/src/main/java/cn/dev33/satoken/jboot/SaTokenPathFilter.java:55}	{Method setExcludeList(List) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:38}) PULL_UP_SIGNATURE({cn.dev33.satoken.jboot.SaTokenPathFilter setExcludeList(List)}  {cn.dev33.satoken.filter.SaFilter setExcludeList(List)}),
bc855f2b1b5064f616f7c79cd5aad53e112f4eef,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method addInclude(String[]) at sa-token-starter/sa-token-jfinal-plugin/src/main/java/cn/dev33/satoken/jfinal/SaTokenPathFilter.java:25}	{Method addInclude(String[]) at sa-token-core/src/main/java/cn/dev33/satoken/filter/SaFilter.java:17}) PULL_UP_SIGNATURE({cn.dev33.satoken.jfinal.SaTokenPathFilter addInclude(String[])}  {cn.dev33.satoken.filter.SaFilter addInclude(String[])}),
